id,url,label,threat_score,first_seen
95,http://accounts8466.info/home,benign,0.164,2026-02-23
96,http://service3483.net/secure,phishing,0.761,2024-01-21
97,http://login799.info/auth,benign,0.318,2024-03-29
98,http://accounts6840.com/download/6998,benign,0.051,2024-04-15
99,http://portal5259.org/update,phishing,0.515,2025-05-03
100,http://suspicious3460.net/secure,phishing,0.283,2024-08-27
101,http://benign7544.com/update,phishing,0.374,2024-03-15
102,http://login7647.org/download,benign,0.259,2026-01-05
103,http://login4131.net/login/8559,benign,0.027,2024-03-26
104,http://service6863.info/auth/427,benign,0.048,2024-05-31
105,http://portal438.com/home,benign,0.009,2024-01-18
106,http://update2987.org/secure/8358,phishing,0.579,2024-06-15
107,http://update6561.com/secure,benign,0.002,2024-09-11
108,http://portal9462.info/login/2821,phishing,0.073,2025-11-27
109,http://update506.com/home/8356,benign,0.016,2025-02-23
110,http://portal3717.com/download,benign,0.116,2023-12-03
111,http://benign1558.org/user,benign,0.011,2026-02-14
112,http://service7576.net/auth,benign,0.069,2025-05-18
113,http://accounts4516.info/download,benign,0.367,2024-11-21
114,http://secure7135.org/login,phishing,0.702,2025-10-26
115,http://suspicious2450.com/download/1388,benign,0.208,2024-10-05
116,http://accounts1043.org/download/9523,benign,0.174,2025-01-09
117,http://benign7345.info/secure,benign,0.05,2024-02-03
118,http://benign4222.net/login,phishing,0.087,2025-12-21
119,http://malicious7222.net/secure,phishing,0.206,2024-04-13
120,http://malicious2944.com/home/251,benign,0.076,2025-03-26
121,http://secure5914.info/user/1998,benign,0.036,2025-11-28
122,http://service4024.com/auth,phishing,0.316,2024-08-15
123,http://update4255.com/home,phishing,0.179,2023-12-13
124,http://login9436.info/download,phishing,0.324,2024-07-15
125,http://benign9975.net/user/8832,phishing,0.646,2024-08-15
126,http://malicious8986.info/download,benign,0.021,2025-02-03
127,http://secure1328.info/user,phishing,0.197,2025-07-16
128,http://secure5134.org/user/3116,benign,0.088,2025-02-01
129,http://benign6327.com/update/7599,benign,0.007,2024-09-18
130,http://portal9021.net/user/6120,phishing,0.016,2023-12-03
131,http://benign7908.com/secure,phishing,0.441,2024-07-26
132,http://malicious5693.info/reset,benign,0.067,2025-07-10
133,http://portal86.net/home/9034,benign,0.136,2025-08-21
134,http://secure2568.org/auth,benign,0.098,2025-04-05
135,http://update2062.info/home,phishing,0.428,2024-08-29
136,http://benign4786.info/update,phishing,0.182,2026-02-27
137,http://portal3939.org/auth/4159,phishing,0.5,2024-11-01
138,http://login3727.info/home/7696,benign,0.196,2024-06-30
139,http://suspicious6419.net/reset/7888,phishing,0.255,2026-04-28
140,http://benign6765.com/auth/9822,benign,0.057,2025-11-06
141,http://accounts9054.net/login,phishing,0.231,2025-11-23
142,http://portal7033.net/login,benign,0.193,2024-07-21
143,http://service6514.com/home,phishing,0.222,2024-05-18
144,http://accounts612.net/secure,phishing,0.602,2024-07-16
145,http://suspicious9882.net/login/8084,benign,0.076,2025-05-10
146,http://suspicious8467.com/login,benign,0.098,2025-02-02
147,http://malicious2440.net/download,phishing,0.314,2026-04-26
148,http://malicious5171.info/user/8536,benign,0.081,2024-01-11
149,http://benign5270.info/user,benign,0.085,2024-02-10
150,http://portal7059.com/home,phishing,0.539,2024-01-15
151,http://benign7193.org/user/4731,benign,0.166,2025-11-25
152,http://accounts1613.net/update/5379,phishing,0.383,2024-05-05
153,http://suspicious2981.org/reset/8308,phishing,0.36,2024-04-19
154,http://benign8854.org/secure/4572,phishing,0.387,2025-11-19
155,http://benign9174.info/secure,benign,0.201,2024-07-27
156,http://suspicious7465.com/download,benign,0.234,2025-08-26
157,http://login4619.info/home,phishing,0.176,2024-11-28
158,http://login973.org/download,phishing,0.155,2024-07-18
159,http://service2215.net/user,phishing,0.389,2026-01-07
160,http://accounts3329.org/home,benign,0.23,2025-03-01
161,http://accounts8299.org/reset,benign,0.187,2024-02-08
162,http://benign1057.org/update,phishing,0.197,2025-10-24
163,http://update2964.info/user,phishing,0.368,2026-03-28
164,http://portal8759.org/secure,phishing,0.167,2025-07-22
165,http://accounts7515.org/login,benign,0.035,2024-05-29
166,http://malicious683.com/download,phishing,0.11,2024-06-15
167,http://portal8539.info/home,phishing,0.359,2024-04-19
168,http://suspicious5639.org/download/2516,benign,0.054,2026-01-16
169,http://portal7391.info/home/9371,benign,0.019,2024-01-29
170,http://update3633.net/reset,benign,0.04,2024-01-27
171,http://update2680.com/auth,phishing,0.414,2025-04-24
172,http://update7923.info/auth,benign,0.148,2025-04-18
173,http://accounts6927.org/secure,phishing,0.329,2024-01-11
174,http://suspicious4503.info/home,phishing,0.377,2024-08-23
175,http://portal1570.net/reset,phishing,0.224,2025-09-03
176,http://secure7512.info/home,phishing,0.658,2026-04-10
177,http://accounts4175.info/reset,phishing,0.496,2025-12-01
178,http://benign2482.com/user,benign,0.251,2024-11-03
179,http://suspicious1598.info/update,phishing,0.176,2024-11-06
180,http://login890.info/auth/8656,phishing,0.473,2024-03-16
181,http://service1015.net/reset,phishing,0.363,2024-08-27
182,http://malicious2545.org/secure,phishing,0.417,2024-10-31
183,http://benign4173.org/auth,benign,0.008,2025-01-31
184,http://secure9337.net/update/2662,benign,0.211,2024-06-05
185,http://malicious5728.com/download/2,benign,0.245,2024-02-01
186,http://portal6826.org/login/8379,benign,0.032,2023-12-26
187,http://login8534.org/secure,phishing,0.111,2025-03-04
188,http://portal3177.com/login/2062,benign,0.039,2024-09-06
189,http://suspicious1205.net/login,phishing,0.272,2026-03-12
190,http://service8369.net/download,benign,0.014,2024-11-20
191,http://suspicious8089.info/secure,phishing,0.346,2025-12-18
192,http://secure5161.info/user,phishing,0.464,2024-06-20
193,http://suspicious5536.info/home,benign,0.043,2026-02-16
194,http://update4462.net/download,benign,0.221,2025-11-03
195,http://suspicious7126.net/auth,benign,0.094,2024-02-16
196,http://benign3873.com/secure,benign,0.079,2026-02-14
197,http://update663.info/download,benign,0.036,2024-11-02
198,http://malicious7791.com/update,benign,0.136,2024-03-12
199,http://login9364.org/user,phishing,0.145,2025-07-29
200,http://update5479.info/auth,benign,0.032,2026-04-30
201,http://login359.net/user,benign,0.16,2024-09-03
202,http://benign4424.info/home,phishing,0.172,2024-12-26
203,http://portal3114.info/download/5788,benign,0.1,2024-08-15
204,http://service5873.net/secure,benign,0.037,2024-06-12
205,http://service3168.info/home,phishing,0.298,2024-10-12
206,http://benign304.info/user,phishing,0.432,2025-03-07
207,http://login483.info/login,benign,0.017,2024-11-27
208,http://service4300.info/user,phishing,0.282,2025-05-28
209,http://malicious7385.info/auth/8601,benign,0.05,2024-10-24
210,http://login1032.com/login/2288,phishing,0.055,2024-09-06
211,http://secure5504.com/reset,phishing,0.569,2024-08-16
212,http://service6603.net/login,phishing,0.315,2025-03-18
213,http://service7896.org/login/5727,phishing,0.265,2026-01-14
214,http://service6318.info/secure,benign,0.052,2024-03-25
215,http://malicious5495.net/update/3573,phishing,0.269,2025-03-06
216,http://suspicious3418.org/auth,benign,0.028,2025-02-23
217,http://service9640.org/login,benign,0.099,2026-04-13
218,http://service5967.info/download,phishing,0.474,2025-03-20
219,http://service6564.com/auth/1265,phishing,0.473,2025-11-21
220,http://portal6914.com/auth,benign,0.159,2024-07-29
221,http://login809.com/login,benign,0.011,2025-12-23
222,http://accounts3636.net/home,phishing,0.501,2024-05-12
223,http://login5562.net/update,benign,0.197,2024-06-08
224,http://malicious5864.net/user,phishing,0.515,2025-03-29
225,http://malicious6873.net/download,benign,0.142,2025-03-01
226,http://secure3048.com/update,benign,0.111,2024-01-05
227,http://login8184.info/home,phishing,0.38,2025-04-28
228,http://portal441.info/secure,benign,0.039,2025-12-08
229,http://benign5053.info/home/7256,benign,0.031,2024-05-10
230,http://suspicious2849.org/auth,benign,0.056,2025-02-17
231,http://benign6855.info/login,benign,0.078,2025-06-27
232,http://suspicious1914.com/auth,phishing,0.555,2024-02-09
233,http://secure7529.org/home/7911,benign,0.007,2025-01-19
234,http://login3441.org/download/6971,phishing,0.114,2025-01-20
235,http://update2839.org/home,benign,0.064,2025-03-04
236,http://service238.net/secure,phishing,0.308,2024-07-20
237,http://portal6679.com/reset,phishing,0.365,2024-04-21
238,http://benign4950.info/auth,phishing,0.607,2025-04-13
239,http://portal8759.info/login,phishing,0.092,2026-03-06
240,http://login1265.com/update,phishing,0.324,2025-11-06
241,http://portal4916.net/update/6909,phishing,0.127,2024-04-26
242,http://update6270.net/secure,phishing,0.789,2024-09-05
243,http://service2858.org/update,phishing,0.251,2024-04-19
244,http://secure7430.org/auth/3518,phishing,0.405,2024-05-30
245,http://secure2827.info/update/6271,phishing,0.531,2025-11-22
246,http://login8441.com/auth,phishing,0.661,2025-12-28
247,http://service1151.com/user,benign,0.082,2024-05-30
248,http://secure1393.net/user,benign,0.027,2025-04-07
249,http://portal5716.org/secure/2840,phishing,0.225,2025-07-14
250,http://update168.com/user,benign,0.245,2024-02-23
251,http://service4634.org/auth,phishing,0.58,2025-12-09
252,http://secure2681.com/download,benign,0.015,2024-10-29
253,http://update4056.com/download,phishing,0.245,2025-04-19
254,http://update9791.org/update/5086,benign,0.059,2025-12-05
255,http://update1162.com/reset,phishing,0.139,2025-05-12
256,http://portal677.info/secure/5459,phishing,0.063,2025-12-14
257,http://login8688.org/download,phishing,0.33,2024-08-14
258,http://suspicious2880.com/secure/9717,phishing,0.064,2024-02-06
259,http://portal5505.org/auth/8510,phishing,0.199,2024-04-28
260,http://benign3360.info/secure,benign,0.066,2024-12-01
261,http://login4153.info/update,phishing,0.153,2025-09-08
262,http://benign8749.net/home/7679,benign,0.006,2026-03-20
263,http://suspicious171.com/user,benign,0.004,2023-12-01
264,http://portal3608.net/login,phishing,0.312,2025-03-12
265,http://benign8334.com/update,benign,0.124,2024-12-29
266,http://service9082.net/update,benign,0.007,2026-02-10
267,http://suspicious2605.org/download,phishing,0.066,2024-08-30
268,http://service3829.org/update/7625,phishing,0.524,2025-08-13
269,http://service5463.net/secure,phishing,0.743,2025-12-08
270,http://login1819.org/login,phishing,0.313,2024-04-14
271,http://suspicious2387.com/reset,phishing,0.61,2024-09-19
272,http://suspicious9356.org/home,benign,0.048,2024-08-14
273,http://service608.net/login,phishing,0.539,2025-03-10
274,http://portal687.org/update,phishing,0.34,2023-12-15
275,http://update4963.com/home,phishing,0.224,2024-07-14
276,http://malicious6290.org/login/1512,phishing,0.146,2024-09-24
277,http://portal67.com/update,phishing,0.203,2025-03-10
278,http://login862.info/home,phishing,0.324,2024-09-12
279,http://secure5064.info/update,benign,0.011,2026-03-15
280,http://portal3833.com/login,phishing,0.174,2024-11-27
281,http://malicious3715.net/reset/7975,phishing,0.303,2025-06-10
282,http://update6732.net/reset/6926,phishing,0.22,2026-02-12
283,http://benign5788.info/secure,phishing,0.166,2024-11-01
284,http://service5474.org/reset,phishing,0.695,2025-05-02
285,http://malicious7681.org/home,phishing,0.21,2026-04-13
286,http://service5446.com/auth,phishing,0.163,2025-10-08
287,http://login9245.net/user/1900,phishing,0.156,2025-08-29
288,http://portal519.org/login/1644,phishing,0.424,2024-08-14
289,http://service7448.org/reset,phishing,0.443,2025-06-22
290,http://accounts1829.com/home,phishing,0.438,2025-05-06
291,http://secure8598.org/reset,benign,0.01,2024-05-11
292,http://service2269.org/secure/6710,benign,0.036,2026-02-19
293,http://secure7303.org/login,phishing,0.081,2025-08-19
294,http://update936.org/secure/9227,benign,0.079,2025-06-16
295,http://service6459.org/download,benign,0.073,2026-04-08
296,http://update4133.com/user,phishing,0.163,2025-09-15
297,http://portal9273.org/user,benign,0.112,2026-04-22
298,http://login3184.net/home,benign,0.121,2024-05-06
299,http://service933.info/user,benign,0.141,2024-04-13
300,http://login5257.org/user,phishing,0.118,2024-03-28
301,http://suspicious9065.net/login,benign,0.095,2026-03-23
302,http://malicious9880.com/login,benign,0.024,2024-01-04
303,http://service2292.info/reset,benign,0.051,2024-04-11
304,http://suspicious6412.com/auth,phishing,0.339,2024-01-23
305,http://secure5358.org/reset/3373,phishing,0.115,2024-02-01
306,http://benign7639.com/update,benign,0.108,2024-01-12
307,http://malicious6131.info/home/3158,benign,0.017,2025-02-01
308,http://benign7109.net/user,benign,0.183,2025-06-26
309,http://suspicious2388.net/update,phishing,0.084,2025-04-21
310,http://malicious8110.net/user/1207,benign,0.046,2025-11-20
311,http://benign3510.info/auth/8039,phishing,0.449,2025-04-16
312,http://accounts650.com/update,benign,0.042,2026-05-06
313,http://portal9.org/user,benign,0.169,2024-03-25
314,http://update7457.org/update,benign,0.016,2025-06-24
315,http://accounts6152.info/download,phishing,0.286,2026-04-05
316,http://accounts1725.com/update,benign,0.017,2025-02-26
317,http://login2351.com/update,phishing,0.481,2025-05-03
318,http://update4647.info/update/7706,phishing,0.477,2024-02-06
319,http://benign96.org/download,phishing,0.363,2024-08-02
320,http://service2356.net/auth,phishing,0.281,2026-03-05
321,http://login7881.info/login/7708,phishing,0.081,2024-04-01
322,http://service7853.org/reset,benign,0.023,2025-09-19
323,http://service3859.info/login,benign,0.12,2024-09-27
324,http://benign8870.com/home,benign,0.069,2023-12-08
325,http://update8208.com/login,benign,0.03,2025-11-22
326,http://benign8781.net/download,phishing,0.072,2025-06-21
327,http://suspicious3450.com/update,phishing,0.287,2024-06-02
328,http://service5616.info/user,benign,0.024,2026-01-29
329,http://login4432.net/user,phishing,0.267,2025-01-15
330,http://portal2209.com/secure/1502,benign,0.012,2023-12-12
331,http://benign5503.info/download,phishing,0.472,2025-01-07
332,http://update5722.org/login,phishing,0.346,2025-12-12
333,http://malicious302.net/user,phishing,0.652,2025-09-19
334,http://login6011.com/update,benign,0.08,2026-04-02
335,http://login2990.net/secure,benign,0.018,2024-08-21
336,http://secure3252.net/home,phishing,0.34,2025-06-19
337,http://benign2308.info/login/8495,benign,0.11,2024-05-08
338,http://malicious3992.net/auth/5849,phishing,0.123,2025-09-13
339,http://update254.info/login,phishing,0.376,2026-01-19
340,http://service6145.com/login,phishing,0.062,2025-02-18
341,http://malicious4845.info/update,phishing,0.159,2023-12-30
342,http://suspicious4450.com/home,benign,0.168,2024-01-08
343,http://login4896.com/reset,phishing,0.577,2025-04-01
344,http://secure1017.net/auth,phishing,0.208,2025-04-11
345,http://benign4819.info/login/8954,benign,0.054,2024-08-23
346,http://service3589.org/reset,phishing,0.375,2026-02-08
347,http://malicious6105.info/login,phishing,0.431,2024-06-18
348,http://service5542.org/download/5851,phishing,0.489,2026-05-13
349,http://portal6418.info/login,benign,0.232,2025-04-20
350,http://suspicious4678.net/reset,benign,0.408,2025-02-22
351,http://malicious6832.info/home/4294,benign,0.09,2025-12-17
352,http://secure4486.info/user,benign,0.273,2025-02-05
353,http://login4619.info/auth,benign,0.267,2024-04-16
354,http://accounts6806.com/auth,phishing,0.391,2024-08-21
355,http://service8726.net/reset/7398,benign,0.04,2026-05-14
356,http://login2015.com/user/8431,phishing,0.349,2025-12-11
357,http://update5317.org/home,benign,0.062,2025-11-04
358,http://secure4179.com/auth/1925,benign,0.022,2024-09-13
359,http://secure4895.net/secure/1848,phishing,0.846,2025-09-17
360,http://service3763.net/secure,benign,0.084,2025-06-20
361,http://benign6761.net/reset,benign,0.201,2023-12-03
362,http://malicious9398.net/auth,phishing,0.157,2024-09-14
363,http://service7210.info/reset,benign,0.093,2023-11-29
364,http://suspicious741.org/reset/4503,phishing,0.851,2023-12-13
365,http://login9605.info/reset/3699,phishing,0.3,2025-08-25
366,http://login1663.com/login,benign,0.027,2024-08-18
367,http://suspicious4048.info/auth/9702,phishing,0.17,2026-03-27
368,http://portal6355.info/home,benign,0.018,2025-12-15
369,http://portal8673.info/auth,benign,0.013,2026-04-23
370,http://accounts5915.org/login,phishing,0.129,2023-12-01
371,http://portal9689.net/update/216,benign,0.086,2025-06-28
372,http://suspicious8497.net/user/9034,phishing,0.073,2026-05-03
373,http://secure3269.info/secure,phishing,0.284,2024-04-29
374,http://accounts6085.info/secure,benign,0.04,2024-02-08
375,http://benign8095.net/reset/9397,benign,0.082,2026-03-05
376,http://benign9329.org/reset,benign,0.375,2026-01-07
377,http://accounts4261.com/login/5148,benign,0.004,2024-07-21
378,http://suspicious6351.net/login,benign,0.003,2024-12-18
379,http://portal2353.net/update,benign,0.197,2023-12-21
380,http://accounts8328.org/secure,benign,0.07,2025-08-31
381,http://login2578.org/auth/1841,phishing,0.643,2024-03-02
382,http://service7352.com/secure/5442,phishing,0.521,2025-01-16
383,http://benign6275.org/user,phishing,0.186,2024-09-02
384,http://accounts2285.org/login,phishing,0.109,2026-03-05
385,http://secure1084.com/update,phishing,0.539,2024-12-27
386,http://benign3024.info/login/9778,benign,0.043,2025-10-14
387,http://update8719.net/secure,benign,0.006,2024-05-02
388,http://suspicious5614.org/update,phishing,0.759,2025-04-28
389,http://secure3748.com/reset/6373,phishing,0.757,2025-06-07
390,http://update3106.org/user,benign,0.191,2025-02-04
391,http://portal4148.net/secure,benign,0.044,2026-04-25
392,http://suspicious8006.com/home,phishing,0.447,2024-02-27
393,http://portal9613.net/login/7213,benign,0.005,2024-09-30
394,http://portal3210.net/secure,phishing,0.443,2024-10-04
395,http://update9829.net/secure,phishing,0.461,2026-04-25
396,http://benign6773.net/reset,phishing,0.297,2023-12-22
397,http://suspicious5389.org/update,phishing,0.153,2025-04-19
398,http://malicious3825.net/update,phishing,0.508,2026-02-27
399,http://login9791.org/download,phishing,0.428,2025-11-14
400,http://accounts2446.net/reset,phishing,0.145,2024-03-01
401,http://update5972.org/reset,benign,0.106,2024-12-14
402,http://benign7365.info/login/1352,phishing,0.553,2024-10-19
403,http://login1306.info/update,phishing,0.337,2024-02-03
404,http://update5181.org/secure,benign,0.067,2025-09-20
405,http://benign7465.org/user/4578,phishing,0.093,2024-04-20
406,http://portal3422.net/auth/8645,benign,0.07,2025-11-13
407,http://secure6657.info/login,phishing,0.058,2026-04-10
408,http://benign1068.net/user,benign,0.087,2024-07-06
409,http://secure8390.org/update,benign,0.025,2024-08-16
410,http://benign4106.info/download/2121,phishing,0.41,2024-10-10
411,http://secure2427.com/user,benign,0.09,2026-02-27
412,http://update2034.com/update,benign,0.055,2023-12-31
413,http://update3848.net/login,benign,0.016,2024-10-10
414,http://secure4297.com/download,phishing,0.249,2026-04-15
415,http://suspicious9314.net/home,phishing,0.502,2024-12-30
416,http://secure3303.com/user,benign,0.004,2024-12-03
417,http://login3425.info/secure/4288,phishing,0.593,2025-12-16
418,http://service1359.com/auth,benign,0.17,2024-09-08
419,http://benign5470.org/reset,benign,0.325,2024-07-04
420,http://malicious1713.org/reset,benign,0.036,2024-07-09
421,http://secure8252.org/update,benign,0.004,2025-11-30
422,http://accounts6616.info/home,phishing,0.272,2024-08-31
423,http://accounts6733.com/secure,phishing,0.113,2025-07-07
424,http://portal6701.org/reset,benign,0.014,2026-01-21
425,http://secure79.net/secure,phishing,0.134,2025-10-29
426,http://service4500.net/download,benign,0.069,2024-06-29
427,http://login6296.info/reset,phishing,0.16,2025-08-25
428,http://service3575.info/update,phishing,0.581,2023-12-14
429,http://malicious488.net/secure,phishing,0.11,2025-02-16
430,http://login2627.net/home,phishing,0.237,2024-07-18
431,http://secure4092.org/auth/1892,benign,0.07,2024-07-11
432,http://service380.net/login,phishing,0.306,2024-01-23
433,http://accounts933.net/secure,benign,0.092,2024-03-30
434,http://secure9311.info/home,benign,0.146,2025-03-12
435,http://benign9022.info/download,benign,0.028,2024-04-19
436,http://accounts9416.net/user,phishing,0.668,2025-08-22
437,http://benign8215.org/reset/1099,benign,0.099,2025-01-13
438,http://secure8452.org/secure,phishing,0.152,2024-07-02
439,http://update2852.net/auth/302,phishing,0.338,2024-05-22
440,http://suspicious3201.com/auth,benign,0.003,2024-09-29
441,http://malicious3922.info/download/3340,phishing,0.452,2025-08-06
442,http://suspicious7501.net/login,benign,0.142,2023-12-15
443,http://update8270.com/update/6336,phishing,0.231,2026-01-23
444,http://portal5024.info/user,phishing,0.326,2025-02-28
445,http://malicious1655.info/reset,phishing,0.57,2024-06-25
446,http://accounts5705.net/auth/5232,benign,0.022,2025-04-24
447,http://accounts2850.net/download,benign,0.048,2024-05-04
448,http://malicious9195.org/secure/9171,phishing,0.298,2025-02-16
449,http://malicious4680.org/user/9429,phishing,0.236,2025-07-01
450,http://service7121.com/download,benign,0.014,2024-06-09
451,http://malicious6722.org/login,benign,0.01,2026-01-01
452,http://secure1090.net/secure/8832,phishing,0.48,2024-02-26
453,http://portal2025.net/download,benign,0.057,2024-12-30
454,http://secure8737.net/reset,benign,0.076,2026-05-10
455,http://benign6017.info/login,phishing,0.368,2024-04-15
456,http://update7896.org/user,benign,0.069,2024-01-03
457,http://accounts5638.com/download,benign,0.27,2025-10-09
458,http://secure7070.info/download,benign,0.038,2025-11-27
459,http://malicious4820.org/home,benign,0.604,2024-07-16
460,http://update2834.org/download,phishing,0.264,2024-03-09
461,http://benign9929.info/download/1546,phishing,0.422,2025-12-14
462,http://benign6413.com/download,benign,0.146,2026-01-24
463,http://benign1259.com/reset,phishing,0.443,2024-09-03
464,http://malicious175.org/home/935,phishing,0.25,2024-02-19
465,http://service6353.com/secure,phishing,0.262,2025-09-06
466,http://accounts6246.net/home,phishing,0.277,2025-06-24
467,http://malicious9400.com/reset/7044,phishing,0.141,2025-01-16
468,http://accounts5100.com/reset,benign,0.013,2025-10-18
469,http://update9477.info/download/4965,benign,0.119,2024-02-21
470,http://update6492.com/update/7241,phishing,0.286,2025-09-18
471,http://service4569.com/user/9589,phishing,0.444,2025-11-26
472,http://service73.net/secure,benign,0.45,2025-04-11
473,http://update8004.info/update/6130,phishing,0.135,2025-03-09
474,http://service2538.org/update,benign,0.147,2026-03-20
475,http://service5476.com/download,benign,0.057,2024-07-13
476,http://malicious8710.com/login/456,benign,0.017,2024-03-04
477,http://suspicious3056.com/auth,benign,0.096,2025-05-22
478,http://login7929.net/auth,benign,0.008,2025-07-25
479,http://secure4063.info/user,benign,0.009,2024-08-29
480,http://benign6440.org/update/4765,phishing,0.633,2025-06-25
481,http://benign3821.net/reset,phishing,0.323,2023-12-07
482,http://login2135.com/user,phishing,0.263,2025-01-01
483,http://accounts5030.info/auth,phishing,0.198,2024-05-23
484,http://update4880.com/reset,benign,0.212,2023-12-04
485,http://portal115.org/auth,benign,0.044,2025-11-18
486,http://service6093.info/home/263,benign,0.268,2025-06-06
