id,url,scan_date,malicious,malware_family,source,confidence
129,http://portal9264.net/login,2025-10-14,False,,external_api,0.22
130,http://accounts7391.net/login,2025-02-02,False,,external_api,0.39
131,http://benign9516.com/update,2025-04-21,False,,external_api,0.13
132,http://login2025.com/login/2270,2024-04-15,False,,external_api,0.38
133,http://login1189.info/secure,2025-03-16,False,,external_api,0.04
134,http://secure675.net/download,2024-12-07,False,,external_api,0.31
135,http://service850.info/update,2025-09-17,False,,virustotal,0.26
136,http://login8638.info/user/827,2025-01-26,False,,external_api,0.21
137,http://benign2816.com/update,2024-04-29,False,,virustotal,0.08
138,http://malicious6086.info/secure/1326,2023-09-12,False,,internal_scan,0.54
139,http://portal3089.org/update/2151,2023-11-13,False,,internal_scan,0.56
140,http://malicious1941.com/home,2026-02-02,False,,internal_scan,0.48
141,http://update6637.info/secure/8688,2024-09-23,False,,internal_scan,0.07
142,http://suspicious2459.com/reset,2025-10-03,False,,virustotal,0.44
143,http://service8943.com/login,2023-09-11,False,,internal_scan,0.56
144,http://portal9010.com/download,2025-01-01,False,,virustotal,0.39
145,http://benign3077.org/user/745,2024-05-16,False,,external_api,0.58
146,http://malicious5865.net/user/7144,2023-12-02,False,,virustotal,0.28
147,http://benign9369.info/user,2024-05-21,True,None,external_api,0.87
148,http://update2697.com/login/663,2025-02-17,False,,external_api,0.42
149,http://secure2323.net/login/3055,2024-02-29,False,,virustotal,0.14
150,http://secure5369.com/reset,2024-08-01,False,,virustotal,0.22
151,http://benign1022.com/download,2025-05-19,False,,virustotal,0.09
152,http://accounts1745.net/update,2026-03-25,False,,virustotal,0.07
153,http://malicious2472.org/update,2023-09-03,False,,virustotal,0.47
154,http://service2704.com/user/9598,2024-06-24,False,,virustotal,0.34
155,http://portal8826.com/login,2023-11-08,False,,external_api,0.09
156,http://accounts9956.net/reset,2024-03-27,False,,external_api,0.22
157,http://service8487.info/auth/1744,2025-08-22,False,,internal_scan,0.11
158,http://suspicious3081.net/user,2024-04-29,False,,virustotal,0.37
159,http://secure6331.org/secure,2025-08-22,False,,external_api,0.14
160,http://suspicious2168.org/secure,2024-03-18,False,,virustotal,0.55
161,http://suspicious1414.com/reset,2024-02-22,True,TrickBot,internal_scan,0.7
162,http://accounts1588.org/home,2024-01-04,True,Unknown,external_api,0.56
163,http://benign1630.net/reset,2024-12-03,False,,virustotal,0.38
164,http://accounts8026.org/download,2026-04-13,False,,external_api,0.17
165,http://secure9173.org/home,2025-11-27,False,,internal_scan,0.39
166,http://login192.com/secure,2024-08-16,True,Emotet,external_api,0.77
167,http://secure496.info/update,2023-12-01,True,Locky,external_api,0.56
168,http://suspicious1769.info/user,2023-12-08,False,,internal_scan,0.09
169,http://update1163.net/auth,2025-03-28,True,None,external_api,0.93
170,http://login5932.net/update/3080,2024-05-01,False,,virustotal,0.02
171,http://portal8410.org/reset/6668,2025-04-11,False,,external_api,0.09
172,http://secure9669.org/secure/7924,2026-04-23,False,,virustotal,0.57
173,http://suspicious7155.org/login,2025-06-19,False,,virustotal,0.29
174,http://suspicious8948.net/home/5250,2025-03-20,False,,virustotal,0.46
175,http://benign8242.info/reset,2023-12-24,False,,internal_scan,0.03
176,http://accounts2518.info/home,2024-11-29,False,,external_api,0.17
177,http://login4022.com/update,2025-10-01,False,,internal_scan,0.59
178,http://suspicious216.com/download,2025-11-11,False,,virustotal,0.09
179,http://secure413.net/download,2023-12-31,False,,internal_scan,0.4
180,http://accounts1524.com/user/429,2024-09-08,False,,internal_scan,0.59
181,http://benign8620.org/login/7892,2025-11-09,False,,virustotal,0.4
182,http://update2022.net/secure/2141,2025-05-31,False,,internal_scan,0.25
183,http://login2499.net/reset/6549,2024-08-19,False,,internal_scan,0.22
184,http://accounts557.net/update,2023-09-07,False,,external_api,0.24
185,http://update7594.com/secure/4878,2026-04-07,False,,virustotal,0.5
186,http://benign3984.info/home,2025-07-09,False,,internal_scan,0.22
187,http://accounts1825.info/secure,2024-01-01,False,,external_api,0.49
188,http://service2134.info/reset,2026-05-14,False,,internal_scan,0.52
189,http://benign5650.net/update,2023-09-21,False,,internal_scan,0.1
190,http://service8008.org/download/3422,2024-06-21,False,,external_api,0.0
191,http://malicious6331.net/update,2024-06-22,False,,internal_scan,0.27
192,http://update1761.net/secure/6484,2024-05-05,False,,internal_scan,0.32
193,http://benign7567.com/secure,2023-12-08,False,,virustotal,0.2
194,http://update553.com/reset,2023-09-02,True,None,virustotal,0.84
195,http://update3881.info/download/721,2026-02-13,False,,virustotal,0.25
196,http://secure9236.info/update,2025-03-06,False,,internal_scan,0.04
197,http://portal6898.info/download,2025-05-12,False,,internal_scan,0.58
198,http://service7291.net/secure,2026-02-05,False,,virustotal,0.53
199,http://update291.net/reset,2024-05-27,False,,internal_scan,0.29
200,http://update714.com/secure,2023-09-22,False,,external_api,0.38
201,http://secure1595.info/auth/3336,2024-08-18,False,,virustotal,0.54
202,http://suspicious4144.org/login,2024-12-24,False,,internal_scan,0.07
203,http://malicious8322.com/download/2744,2025-12-05,False,,internal_scan,0.16
204,http://login2934.com/login/4835,2024-04-04,False,,virustotal,0.39
205,http://suspicious9491.com/auth,2024-04-06,False,,external_api,0.33
206,http://login5131.info/update/2911,2024-01-10,False,,external_api,0.28
207,http://portal2710.net/download,2026-04-14,False,,internal_scan,0.28
208,http://update4857.com/download/98,2024-04-19,False,,virustotal,0.29
209,http://service1377.net/reset,2024-04-30,False,,virustotal,0.53
210,http://malicious2164.org/update,2025-06-10,False,,external_api,0.09
211,http://malicious1263.info/download/821,2024-05-18,False,,internal_scan,0.29
212,http://accounts4021.com/update/1128,2025-07-26,False,,virustotal,0.53
213,http://malicious4570.info/home/1644,2025-01-21,False,,internal_scan,0.01
214,http://portal1879.com/home,2026-03-19,False,,virustotal,0.21
215,http://benign2877.info/download,2026-01-16,False,,internal_scan,0.16
216,http://secure7648.com/reset/5147,2024-10-28,True,TrickBot,internal_scan,0.57
217,http://benign1749.net/home,2024-09-21,False,,internal_scan,0.59
218,http://suspicious5733.com/reset,2024-12-26,True,TrickBot,virustotal,0.95
219,http://secure8377.info/login,2024-04-14,False,,internal_scan,0.59
220,http://accounts2526.info/update/9229,2024-08-02,False,,external_api,0.6
221,http://benign2963.com/auth/3309,2025-03-18,False,,internal_scan,0.51
222,http://suspicious1799.net/auth,2025-03-29,False,,virustotal,0.51
223,http://accounts5042.net/login,2023-11-10,False,,internal_scan,0.51
224,http://benign559.info/secure,2024-12-19,True,TrickBot,internal_scan,0.61
225,http://suspicious5345.com/login,2025-08-26,False,,virustotal,0.52
226,http://portal9206.com/login,2024-03-09,False,,external_api,0.03
227,http://malicious7395.info/login,2025-04-22,False,,external_api,0.56
228,http://login7408.net/login/4328,2025-06-25,False,,internal_scan,0.47
229,http://portal6868.net/home,2025-10-22,False,,virustotal,0.12
230,http://secure9873.com/secure,2024-04-10,True,None,internal_scan,0.98
231,http://portal5508.info/login,2025-01-08,False,,external_api,0.51
232,http://update7888.info/update,2024-07-18,False,,internal_scan,0.42
233,http://accounts1751.com/user,2026-03-17,False,,internal_scan,0.24
234,http://service7312.org/home,2026-01-09,True,None,external_api,0.95
235,http://malicious204.net/login,2026-01-02,False,,internal_scan,0.57
236,http://login9805.info/update,2024-03-21,False,,virustotal,0.43
237,http://update7832.org/login,2026-02-23,False,,internal_scan,0.43
238,http://accounts5208.com/home,2026-05-08,False,,virustotal,0.21
239,http://service660.org/home,2025-03-14,False,,external_api,0.2
240,http://service1300.net/download,2025-09-08,True,Emotet,external_api,0.57
241,http://benign533.net/update,2026-02-18,False,,external_api,0.04
242,http://secure3845.net/download/1341,2025-05-31,False,,internal_scan,0.26
243,http://login8151.org/download,2025-06-24,False,,virustotal,0.23
244,http://service5621.com/login,2025-09-05,False,,external_api,0.54
245,http://accounts9383.com/home,2026-02-18,False,,internal_scan,0.49
246,http://secure4182.info/home,2026-01-27,False,,internal_scan,0.32
247,http://accounts2037.net/reset,2025-06-15,False,,external_api,0.47
248,http://malicious3600.info/secure/3024,2025-04-11,False,,external_api,0.15
249,http://service1800.com/update,2024-02-24,False,,virustotal,0.24
250,http://secure4310.org/update,2025-10-18,False,,internal_scan,0.37
251,http://portal355.net/auth,2025-05-10,True,Emotet,external_api,0.95
252,http://suspicious8789.org/home,2025-01-28,False,,internal_scan,0.21
253,http://login3669.org/user,2024-02-26,True,Unknown,external_api,0.65
254,http://accounts7580.org/secure,2025-10-09,False,,internal_scan,0.11
255,http://secure2892.info/home,2026-01-11,False,,external_api,0.28
256,http://malicious870.com/login/1941,2025-01-17,False,,internal_scan,0.07
257,http://suspicious8566.com/secure,2024-12-07,False,,virustotal,0.05
258,http://suspicious1706.info/secure,2024-11-06,True,Unknown,virustotal,0.71
259,http://update6884.org/home,2024-08-05,True,Emotet,virustotal,0.64
260,http://login8707.org/user/9984,2023-10-10,False,,external_api,0.1
261,http://suspicious5355.org/download,2023-12-28,False,,external_api,0.44
262,http://login5097.com/update/5107,2024-02-25,True,TrickBot,internal_scan,0.62
263,http://portal1794.net/download/701,2025-03-10,False,,internal_scan,0.44
264,http://portal5232.info/login/8493,2025-03-08,False,,virustotal,0.32
265,http://accounts1101.com/update/3395,2025-06-30,False,,virustotal,0.2
266,http://malicious1963.org/auth/6466,2024-09-14,True,None,virustotal,0.68
267,http://suspicious6256.info/update,2024-08-01,False,,internal_scan,0.52
268,http://benign9236.net/update/6871,2023-11-10,False,,external_api,0.11
269,http://accounts1801.com/download/7642,2024-10-11,False,,external_api,0.0
270,http://secure7318.info/secure,2024-01-09,False,,virustotal,0.47
271,http://service140.info/login,2024-03-30,False,,external_api,0.03
272,http://portal9259.net/secure/4160,2025-02-08,True,None,internal_scan,0.71
273,http://accounts7925.info/secure,2023-11-01,False,,virustotal,0.08
274,http://benign461.info/home,2026-01-07,False,,external_api,0.24
275,http://update7207.org/secure/9238,2025-09-23,True,TrickBot,virustotal,0.52
276,http://benign5731.org/reset,2023-12-24,False,,virustotal,0.04
277,http://suspicious7859.org/login/3310,2023-12-18,False,,external_api,0.56
278,http://secure9892.net/reset/3955,2024-12-18,False,,external_api,0.57
279,http://malicious8951.net/user/8048,2023-12-14,False,,internal_scan,0.54
280,http://service4837.net/download/9216,2024-12-06,False,,external_api,0.35
281,http://update5900.net/download,2024-02-10,False,,external_api,0.23
282,http://malicious2232.com/home,2025-10-15,False,,external_api,0.25
283,http://service7411.info/login/4383,2024-03-27,False,,external_api,0.48
284,http://malicious1350.com/secure,2024-06-23,False,,virustotal,0.41
285,http://update4718.net/user/6906,2025-02-10,False,,internal_scan,0.15
286,http://update2273.info/auth,2024-01-05,False,,external_api,0.6
287,http://portal158.info/reset,2026-04-01,True,TrickBot,virustotal,0.56
288,http://malicious3455.com/download,2025-07-14,False,,internal_scan,0.14
289,http://update67.info/auth/9552,2024-11-13,True,Emotet,external_api,0.55
290,http://accounts1428.com/home,2025-05-12,True,TrickBot,virustotal,0.95
291,http://update8651.com/user,2024-07-26,True,TrickBot,internal_scan,0.87
292,http://accounts7284.org/secure,2025-07-28,False,,external_api,0.57
293,http://portal9474.com/download,2025-08-10,False,,virustotal,0.45
294,http://malicious1058.net/reset,2023-11-25,False,,virustotal,0.07
295,http://update1800.info/home/2190,2025-10-29,False,,external_api,0.03
296,http://portal1122.com/update,2025-12-08,False,,virustotal,0.52
297,http://benign6748.com/auth/9898,2024-04-20,False,,external_api,0.4
298,http://login6492.org/auth,2025-04-25,True,Unknown,external_api,0.8
299,http://update26.org/user,2023-09-04,False,,internal_scan,0.56
300,http://malicious1751.com/secure,2025-10-30,False,,virustotal,0.38
301,http://benign8124.info/login,2026-02-18,False,,external_api,0.2
302,http://suspicious5750.info/login,2024-08-05,False,,internal_scan,0.56
303,http://secure1467.org/update,2026-05-07,False,,external_api,0.09
304,http://benign646.info/home/5944,2025-05-11,False,,external_api,0.34
305,http://login9885.org/login,2024-07-20,False,,virustotal,0.21
306,http://benign8894.org/login,2026-02-01,False,,virustotal,0.26
307,http://update9965.com/auth,2025-07-20,False,,external_api,0.16
308,http://secure1843.com/reset/2037,2025-03-13,False,,external_api,0.23
309,http://portal5723.net/download,2025-07-20,False,,virustotal,0.48
310,http://suspicious9271.org/home,2025-09-30,False,,external_api,0.09
311,http://accounts3047.net/user,2025-12-22,False,,internal_scan,0.17
312,http://benign3681.net/download,2024-12-23,False,,external_api,0.5
313,http://portal5270.com/secure,2025-10-17,False,,external_api,0.44
314,http://secure9741.net/login,2025-05-14,False,,external_api,0.15
315,http://secure9694.info/download,2023-11-17,False,,external_api,0.11
316,http://suspicious6110.com/auth,2025-02-08,False,,internal_scan,0.17
317,http://secure8865.com/reset,2024-12-22,False,,virustotal,0.58
318,http://service3378.info/auth,2025-01-29,False,,virustotal,0.06
319,http://accounts4892.info/auth,2025-04-18,False,,external_api,0.39
320,http://secure2463.com/user/5801,2024-01-27,False,,internal_scan,0.49
321,http://malicious8983.info/secure,2026-01-05,True,None,external_api,0.72
322,http://accounts4755.com/user,2025-12-25,False,,external_api,0.22
323,http://login5177.net/home/9226,2024-10-24,False,,external_api,0.29
324,http://portal1704.com/reset,2025-01-28,False,,virustotal,0.3
325,http://benign6193.info/user,2023-12-25,False,,virustotal,0.27
326,http://portal7193.info/auth,2024-08-02,False,,virustotal,0.58
327,http://benign9268.org/home/6571,2025-03-10,False,,external_api,0.17
328,http://accounts2695.info/reset,2025-01-29,False,,virustotal,0.45
329,http://secure8688.info/user,2024-06-14,False,,virustotal,0.05
330,http://malicious5979.info/secure,2026-02-16,False,,external_api,0.46
331,http://login1475.net/reset/7060,2024-04-18,False,,virustotal,0.28
332,http://service6552.info/download/307,2024-12-22,False,,internal_scan,0.52
333,http://login4662.com/login/1715,2025-10-15,False,,external_api,0.25
334,http://login4245.net/update/6551,2026-04-27,False,,virustotal,0.02
335,http://malicious1607.org/auth,2024-04-23,True,TrickBot,internal_scan,0.85
336,http://suspicious4441.org/login,2026-05-04,False,,internal_scan,0.25
337,http://malicious5228.org/download,2025-12-17,False,,virustotal,0.21
338,http://service1336.net/user,2024-02-06,False,,internal_scan,0.07
339,http://update1659.org/home,2025-12-07,False,,virustotal,0.21
340,http://malicious1432.info/home,2024-10-22,False,,virustotal,0.39
341,http://benign1747.net/login,2023-12-11,True,TrickBot,virustotal,0.58
342,http://update1509.org/user/8468,2024-06-03,False,,virustotal,0.56
343,http://secure8911.info/reset,2024-06-25,False,,virustotal,0.42
344,http://login6751.net/home,2024-02-18,False,,internal_scan,0.13
345,http://secure8877.org/home,2024-02-18,False,,internal_scan,0.12
346,http://accounts2226.org/login,2025-04-11,False,,external_api,0.13
347,http://portal7530.info/download/35,2026-03-13,False,,external_api,0.38
348,http://service7611.org/download,2026-03-25,False,,external_api,0.37
349,http://benign1473.org/user,2024-05-11,False,,internal_scan,0.02
350,http://benign29.org/update,2025-04-14,False,,external_api,0.37
351,http://suspicious3269.net/update,2025-09-01,False,,external_api,0.13
352,http://login3085.org/update,2026-03-30,False,,internal_scan,0.27
353,http://suspicious7055.com/download/3486,2025-04-05,False,,virustotal,0.48
354,http://accounts2388.org/home,2024-05-08,False,,virustotal,0.3
355,http://suspicious2929.org/home,2025-02-26,False,,external_api,0.17
356,http://benign778.com/download/4217,2024-09-11,False,,virustotal,0.43
357,http://portal6538.org/home,2023-10-05,False,,external_api,0.22
358,http://accounts6610.org/user,2025-05-28,True,None,external_api,0.97
359,http://benign6667.com/download,2024-12-01,False,,external_api,0.58
360,http://malicious2273.org/update,2023-12-07,False,,internal_scan,0.58
361,http://update8123.info/download,2025-10-18,False,,external_api,0.47
362,http://update6399.com/reset,2023-09-18,True,TrickBot,external_api,0.85
363,http://malicious2383.com/download/7598,2025-10-29,False,,internal_scan,0.23
364,http://malicious1049.org/login,2025-05-30,False,,virustotal,0.08
365,http://portal1041.com/secure,2025-12-20,False,,external_api,0.32
366,http://malicious4220.info/download/6930,2024-02-12,False,,virustotal,0.53
367,http://login7539.org/login,2025-10-22,False,,external_api,0.37
368,http://benign7976.info/login,2023-09-29,False,,virustotal,0.37
369,http://suspicious1683.com/reset,2024-02-25,False,,internal_scan,0.55
370,http://accounts5726.org/user,2024-05-17,True,Unknown,virustotal,0.85
371,http://update34.info/user,2026-05-02,False,,internal_scan,0.39
372,http://service8046.com/update,2024-05-11,False,,external_api,0.43
373,http://accounts708.com/download,2024-11-02,False,,internal_scan,0.43
374,http://portal1262.info/reset,2023-08-31,True,Locky,internal_scan,0.55
375,http://update6066.com/update/7663,2024-02-16,False,,external_api,0.27
376,http://portal4999.org/download,2026-01-25,False,,virustotal,0.38
377,http://portal9608.info/secure,2023-12-08,False,,virustotal,0.38
378,http://portal4647.com/home/6344,2025-04-18,False,,internal_scan,0.38
379,http://secure2858.info/update,2025-07-24,False,,internal_scan,0.0
380,http://malicious6565.net/download/3199,2024-05-20,False,,virustotal,0.23
381,http://secure3976.info/auth/2850,2023-11-08,False,,virustotal,0.47
382,http://login6190.net/download,2026-02-24,False,,external_api,0.0
383,http://update5799.info/reset/2364,2024-04-19,False,,internal_scan,0.57
384,http://portal8226.net/login,2024-08-29,True,TrickBot,internal_scan,0.57
385,http://benign1295.net/login,2025-08-19,False,,external_api,0.24
386,http://suspicious608.com/update/7722,2024-02-09,False,,internal_scan,0.39
387,http://accounts3518.org/user/5201,2024-09-14,False,,internal_scan,0.12
388,http://login3840.info/user/7692,2024-11-21,False,,internal_scan,0.52
389,http://secure5128.net/download,2026-01-17,False,,internal_scan,0.06
390,http://login7529.com/auth,2026-04-16,False,,external_api,0.07
391,http://benign3262.com/download/3836,2024-04-26,False,,external_api,0.01
392,http://malicious1849.com/home/9350,2024-08-06,False,,external_api,0.29
393,http://malicious5307.org/login/764,2024-12-13,True,Unknown,virustotal,0.52
394,http://accounts9589.com/home/180,2024-06-06,False,,external_api,0.39
395,http://secure4590.net/download/8170,2025-09-08,False,,virustotal,0.17
396,http://login6945.net/user,2024-09-29,True,Unknown,external_api,0.76
397,http://suspicious5537.org/auth,2024-07-11,False,,virustotal,0.26
398,http://update5783.info/auth,2026-03-25,False,,internal_scan,0.29
399,http://service2308.org/user,2024-01-10,False,,external_api,0.02
400,http://update9067.net/download/9186,2026-02-20,False,,internal_scan,0.47
401,http://secure5224.net/download/2580,2023-12-31,True,Emotet,virustotal,0.71
402,http://portal3651.com/update/8678,2025-03-12,False,,external_api,0.29
403,http://login1285.net/login,2023-11-04,False,,internal_scan,0.31
404,http://service7608.org/home/6674,2025-08-15,False,,external_api,0.32
405,http://portal9041.org/download,2025-10-30,False,,internal_scan,0.49
406,http://benign3894.info/home,2024-08-22,False,,virustotal,0.16
407,http://service4020.net/auth/7174,2026-01-27,False,,internal_scan,0.19
408,http://accounts637.org/auth,2025-03-10,False,,external_api,0.15
409,http://portal5107.org/reset,2026-04-17,False,,external_api,0.1
410,http://suspicious7248.net/update,2024-11-06,False,,virustotal,0.44
411,http://update8700.com/login/6913,2024-02-15,False,,virustotal,0.17
412,http://portal2935.com/reset,2025-11-22,False,,internal_scan,0.53
413,http://suspicious620.com/login,2024-01-29,True,Unknown,internal_scan,0.95
