id,app,permission,granted,permission_type,requested_date,app_version
43,com.example.app3103,READ_CONTACTS,True,signature,2025-10-12,2.11.69
44,com.example.app1471,INTERNET,True,normal,2021-05-01,1.2.48
45,com.example.app4733,READ_SMS,True,signature,2023-07-24,4.0.88
46,com.example.app3516,READ_CONTACTS,True,signature,2023-06-06,3.5.21
47,com.example.app1030,READ_CONTACTS,True,normal,2021-11-06,4.12.4
48,com.example.app2314,INTERNET,True,dangerous,2025-07-28,2.1.9
49,com.example.app2893,INTERNET,False,signature,2023-12-28,3.6.17
50,com.example.app852,CAMERA,True,signature,2021-01-09,3.12.39
51,com.example.app2124,ACCESS_FINE_LOCATION,False,signature,2025-09-08,2.5.7
52,com.example.app3617,CAMERA,True,normal,2025-11-28,2.4.30
53,com.example.app3965,CAMERA,False,dangerous,2022-04-05,2.12.77
54,com.example.app2760,READ_CONTACTS,True,normal,2024-09-10,2.2.61
55,com.example.app2878,READ_SMS,True,dangerous,2024-01-06,4.5.74
56,com.example.app4121,ACCESS_FINE_LOCATION,False,signature,2023-04-15,3.2.9
57,com.example.app1125,INTERNET,False,dangerous,2022-01-27,1.2.39
58,com.example.app3048,READ_SMS,False,signature,2022-09-16,1.11.13
59,com.example.app1271,ACCESS_FINE_LOCATION,False,signature,2020-12-12,4.1.15
60,com.example.app3726,RECORD_AUDIO,False,signature,2023-05-28,3.4.71
61,com.example.app3651,RECORD_AUDIO,False,normal,2022-12-05,2.8.71
62,com.example.app4779,READ_SMS,True,normal,2024-10-26,2.1.50
63,com.example.app3282,ACCESS_FINE_LOCATION,False,normal,2024-06-10,2.7.48
64,com.example.app1389,READ_CONTACTS,True,normal,2022-12-05,2.0.1
65,com.example.app752,ACCESS_FINE_LOCATION,True,dangerous,2022-03-19,2.9.47
66,com.example.app972,RECORD_AUDIO,False,signature,2026-03-15,1.1.75
67,com.example.app413,READ_CONTACTS,True,dangerous,2024-07-08,4.10.44
68,com.example.app2870,INTERNET,True,normal,2023-11-28,1.12.41
69,com.example.app1489,INTERNET,True,signature,2021-04-10,4.5.37
70,com.example.app3215,INTERNET,True,signature,2023-02-05,1.4.47
71,com.example.app2009,CAMERA,False,dangerous,2025-01-30,4.7.89
72,com.example.app1749,READ_SMS,True,signature,2024-04-06,2.11.84
73,com.example.app1583,READ_SMS,True,dangerous,2021-05-13,4.7.35
74,com.example.app2829,RECORD_AUDIO,False,normal,2024-07-02,2.8.69
75,com.example.app4812,READ_SMS,False,dangerous,2025-12-20,4.2.99
76,com.example.app411,INTERNET,True,dangerous,2020-12-11,1.2.77
77,com.example.app576,RECORD_AUDIO,True,normal,2021-12-29,4.2.55
78,com.example.app3805,RECORD_AUDIO,True,dangerous,2021-10-19,1.12.11
79,com.example.app292,CAMERA,False,dangerous,2025-12-03,2.3.37
80,com.example.app2902,READ_SMS,True,normal,2022-07-27,2.1.81
81,com.example.app3855,RECORD_AUDIO,True,normal,2022-08-11,4.11.96
82,com.example.app4771,READ_CONTACTS,False,normal,2026-03-17,3.4.70
83,com.example.app3273,READ_CONTACTS,True,normal,2023-03-29,1.1.2
84,com.example.app3901,READ_CONTACTS,True,dangerous,2025-03-20,3.9.24
85,com.example.app2199,INTERNET,True,normal,2025-05-16,3.6.41
86,com.example.app1795,READ_CONTACTS,True,signature,2022-08-28,2.11.79
87,com.example.app2048,CAMERA,True,signature,2024-05-31,2.12.98
88,com.example.app1744,RECORD_AUDIO,True,normal,2025-05-26,4.3.72
89,com.example.app4055,RECORD_AUDIO,False,dangerous,2022-05-27,2.10.95
90,com.example.app801,READ_CONTACTS,False,signature,2023-06-05,3.5.90
91,com.example.app3324,ACCESS_FINE_LOCATION,True,dangerous,2022-11-28,2.6.47
92,com.example.app4101,RECORD_AUDIO,True,normal,2021-01-08,1.4.94
93,com.example.app1064,ACCESS_FINE_LOCATION,True,normal,2021-06-13,3.8.16
94,com.example.app1133,ACCESS_FINE_LOCATION,True,dangerous,2022-05-03,3.12.23
95,com.example.app1798,RECORD_AUDIO,True,signature,2020-12-05,3.12.16
96,com.example.app785,READ_SMS,True,dangerous,2021-12-21,3.10.44
97,com.example.app156,ACCESS_FINE_LOCATION,True,normal,2026-03-15,4.7.23
98,com.example.app3238,INTERNET,True,dangerous,2025-02-24,2.6.42
99,com.example.app1747,ACCESS_FINE_LOCATION,True,signature,2021-01-07,1.4.85
100,com.example.app2137,ACCESS_FINE_LOCATION,True,normal,2024-04-29,2.9.57
101,com.example.app3305,RECORD_AUDIO,True,dangerous,2026-02-28,1.2.52
102,com.example.app3005,RECORD_AUDIO,False,normal,2025-04-07,1.8.5
103,com.example.app2091,READ_CONTACTS,False,normal,2025-04-12,4.4.44
104,com.example.app2717,INTERNET,False,normal,2026-04-11,2.2.17
105,com.example.app4166,CAMERA,True,signature,2022-01-07,4.4.46
106,com.example.app4191,INTERNET,True,normal,2022-12-03,1.0.44
107,com.example.app4435,READ_CONTACTS,True,signature,2022-10-06,2.10.76
108,com.example.app1882,READ_CONTACTS,True,dangerous,2026-05-01,4.0.93
109,com.example.app3405,READ_SMS,True,signature,2023-03-28,1.10.33
110,com.example.app3783,READ_SMS,False,signature,2024-10-03,1.5.63
111,com.example.app3346,READ_SMS,False,dangerous,2023-10-27,2.12.50
112,com.example.app2999,RECORD_AUDIO,False,dangerous,2023-02-13,1.4.31
113,com.example.app4360,ACCESS_FINE_LOCATION,False,signature,2024-01-15,1.1.48
114,com.example.app3095,ACCESS_FINE_LOCATION,True,normal,2023-12-05,3.3.6
115,com.example.app1045,CAMERA,True,signature,2025-05-25,1.2.2
116,com.example.app3958,RECORD_AUDIO,True,dangerous,2023-03-08,2.5.39
117,com.example.app1863,ACCESS_FINE_LOCATION,True,dangerous,2026-01-22,2.12.27
118,com.example.app4511,ACCESS_FINE_LOCATION,True,dangerous,2022-01-18,3.0.98
119,com.example.app3740,RECORD_AUDIO,True,normal,2021-01-06,2.10.73
120,com.example.app1025,READ_SMS,True,dangerous,2025-11-17,1.4.69
121,com.example.app1514,RECORD_AUDIO,False,signature,2024-01-08,2.11.19
122,com.example.app2597,READ_CONTACTS,True,dangerous,2023-05-08,4.5.87
123,com.example.app3058,READ_SMS,True,normal,2024-08-19,2.7.11
124,com.example.app979,INTERNET,False,dangerous,2023-04-15,3.3.42
125,com.example.app4343,READ_SMS,True,dangerous,2021-02-11,1.9.63
126,com.example.app3211,INTERNET,True,normal,2022-11-13,2.10.38
127,com.example.app3994,READ_SMS,True,signature,2025-07-18,2.10.21
128,com.example.app4386,READ_SMS,True,normal,2026-03-20,2.8.0
129,com.example.app1976,READ_SMS,True,dangerous,2021-10-28,2.11.66
130,com.example.app3604,ACCESS_FINE_LOCATION,True,signature,2021-11-15,1.7.2
131,com.example.app3749,RECORD_AUDIO,True,normal,2023-10-01,3.7.81
132,com.example.app4258,RECORD_AUDIO,True,dangerous,2026-02-27,3.9.6
133,com.example.app636,CAMERA,True,signature,2024-06-06,1.1.78
134,com.example.app3323,READ_SMS,True,dangerous,2025-10-31,1.11.63
135,com.example.app3356,ACCESS_FINE_LOCATION,True,normal,2022-11-28,3.0.34
136,com.example.app4205,RECORD_AUDIO,True,signature,2023-09-02,4.2.7
137,com.example.app360,RECORD_AUDIO,False,signature,2021-11-25,2.0.74
138,com.example.app2522,INTERNET,True,normal,2022-06-15,1.9.1
139,com.example.app3380,READ_CONTACTS,True,signature,2024-10-18,1.1.91
140,com.example.app1778,INTERNET,True,dangerous,2023-02-14,3.3.39
141,com.example.app2178,CAMERA,True,signature,2024-01-16,2.7.85
142,com.example.app4140,INTERNET,True,normal,2022-03-07,1.9.84
143,com.example.app955,ACCESS_FINE_LOCATION,False,normal,2023-09-11,2.2.59
144,com.example.app810,INTERNET,True,normal,2021-08-06,2.12.63
145,com.example.app2419,CAMERA,True,signature,2023-07-14,2.11.95
146,com.example.app1992,ACCESS_FINE_LOCATION,True,normal,2023-10-21,4.1.72
147,com.example.app143,RECORD_AUDIO,True,normal,2024-05-24,3.11.24
148,com.example.app68,RECORD_AUDIO,False,signature,2021-01-14,2.6.76
149,com.example.app3718,INTERNET,False,dangerous,2022-06-12,1.4.74
150,com.example.app2773,INTERNET,True,normal,2023-10-23,3.5.94
151,com.example.app2688,INTERNET,False,dangerous,2025-07-16,4.9.85
152,com.example.app2724,READ_SMS,False,signature,2021-03-14,3.2.53
153,com.example.app813,READ_SMS,False,dangerous,2025-06-26,2.11.46
154,com.example.app1670,RECORD_AUDIO,True,signature,2022-02-04,2.8.59
155,com.example.app1090,READ_SMS,True,dangerous,2022-07-16,4.1.80
156,com.example.app3150,ACCESS_FINE_LOCATION,True,signature,2021-09-09,1.10.10
157,com.example.app257,INTERNET,True,signature,2022-11-06,3.3.3
158,com.example.app2642,READ_SMS,True,normal,2021-07-19,1.1.26
159,com.example.app176,CAMERA,True,signature,2023-02-08,2.5.70
160,com.example.app1555,RECORD_AUDIO,True,dangerous,2026-01-13,1.10.64
161,com.example.app4625,READ_CONTACTS,False,normal,2024-07-02,4.3.46
162,com.example.app2950,INTERNET,True,dangerous,2025-08-20,1.5.42
163,com.example.app3547,READ_CONTACTS,False,dangerous,2024-11-10,3.10.29
164,com.example.app2835,INTERNET,False,signature,2023-05-28,1.5.85
165,com.example.app4375,READ_CONTACTS,False,signature,2022-10-06,3.1.67
166,com.example.app1742,READ_CONTACTS,True,signature,2021-01-08,2.1.53
167,com.example.app1079,INTERNET,True,dangerous,2020-12-01,1.7.31
168,com.example.app4033,RECORD_AUDIO,False,signature,2022-04-25,3.0.25
169,com.example.app1846,CAMERA,False,signature,2022-08-11,4.2.85
170,com.example.app2493,INTERNET,True,normal,2026-01-05,4.4.46
171,com.example.app315,INTERNET,True,normal,2022-12-04,1.7.9
172,com.example.app86,READ_SMS,False,normal,2025-10-25,1.11.28
173,com.example.app3927,READ_SMS,True,normal,2021-09-10,2.3.43
174,com.example.app3571,READ_SMS,True,normal,2022-09-24,3.2.44
175,com.example.app2140,CAMERA,False,dangerous,2022-09-26,1.2.28
176,com.example.app3993,INTERNET,True,dangerous,2023-02-05,1.12.73
177,com.example.app2947,READ_SMS,True,signature,2022-03-22,4.7.99
178,com.example.app2457,ACCESS_FINE_LOCATION,True,dangerous,2024-12-14,2.4.54
179,com.example.app3477,RECORD_AUDIO,True,signature,2023-03-07,2.1.24
180,com.example.app293,CAMERA,False,dangerous,2025-06-06,3.5.0
181,com.example.app4654,INTERNET,False,dangerous,2021-10-20,2.9.41
182,com.example.app1011,READ_SMS,True,normal,2023-11-07,4.8.44
183,com.example.app3501,READ_SMS,True,signature,2026-04-23,4.5.62
184,com.example.app1906,INTERNET,True,normal,2025-06-17,3.12.68
185,com.example.app170,RECORD_AUDIO,True,normal,2025-07-12,4.9.55
186,com.example.app125,READ_CONTACTS,True,normal,2024-02-26,2.1.88
187,com.example.app3534,READ_CONTACTS,False,normal,2024-02-10,3.4.81
188,com.example.app4865,ACCESS_FINE_LOCATION,True,normal,2024-05-20,4.1.44
189,com.example.app1632,CAMERA,True,normal,2026-03-11,1.2.73
190,com.example.app31,ACCESS_FINE_LOCATION,True,normal,2026-02-24,1.6.86
191,com.example.app3101,READ_SMS,True,dangerous,2026-03-16,3.11.4
192,com.example.app3936,RECORD_AUDIO,False,signature,2024-05-15,1.3.16
193,com.example.app2775,ACCESS_FINE_LOCATION,True,normal,2022-09-22,2.3.73
194,com.example.app2902,READ_CONTACTS,True,dangerous,2022-06-27,4.2.82
195,com.example.app2336,RECORD_AUDIO,False,dangerous,2026-05-08,4.6.39
196,com.example.app3529,INTERNET,False,normal,2025-11-05,2.9.88
197,com.example.app4956,READ_SMS,True,normal,2021-05-19,4.10.97
198,com.example.app817,RECORD_AUDIO,False,dangerous,2025-02-24,1.9.48
199,com.example.app4411,INTERNET,True,signature,2026-01-15,4.12.83
200,com.example.app3996,ACCESS_FINE_LOCATION,True,signature,2023-10-23,4.1.68
201,com.example.app3361,READ_CONTACTS,False,dangerous,2023-10-08,1.9.84
202,com.example.app4751,RECORD_AUDIO,False,dangerous,2021-05-14,3.5.67
203,com.example.app874,INTERNET,True,signature,2023-11-02,3.7.0
204,com.example.app668,INTERNET,False,signature,2023-06-27,2.4.3
205,com.example.app3041,INTERNET,False,signature,2021-02-20,1.5.17
206,com.example.app2077,READ_SMS,False,signature,2024-09-01,1.10.21
207,com.example.app1708,READ_CONTACTS,False,signature,2024-05-16,4.5.95
208,com.example.app1061,CAMERA,True,normal,2021-04-21,4.7.29
209,com.example.app4426,INTERNET,False,normal,2021-12-30,2.3.81
210,com.example.app671,ACCESS_FINE_LOCATION,True,signature,2024-05-16,3.6.88
211,com.example.app2169,CAMERA,True,signature,2025-11-08,4.12.64
212,com.example.app2542,CAMERA,True,normal,2024-01-31,4.6.45
213,com.example.app3688,RECORD_AUDIO,False,signature,2023-11-05,2.12.79
214,com.example.app3346,INTERNET,True,signature,2024-04-09,4.4.78
215,com.example.app2880,READ_SMS,True,normal,2022-12-05,3.9.47
216,com.example.app1078,CAMERA,True,normal,2024-06-19,3.3.11
217,com.example.app521,ACCESS_FINE_LOCATION,True,signature,2023-05-16,1.6.16
218,com.example.app4807,ACCESS_FINE_LOCATION,True,normal,2021-05-28,3.3.88
219,com.example.app4497,READ_SMS,True,normal,2022-09-13,2.3.30
220,com.example.app4397,RECORD_AUDIO,True,dangerous,2024-12-06,4.0.20
221,com.example.app310,READ_SMS,False,dangerous,2025-03-04,4.1.86
222,com.example.app3603,INTERNET,True,dangerous,2025-08-18,3.11.26
223,com.example.app3928,CAMERA,False,normal,2021-08-13,1.10.37
224,com.example.app1941,RECORD_AUDIO,True,signature,2025-03-11,2.11.60
225,com.example.app602,CAMERA,True,normal,2022-08-22,2.1.54
226,com.example.app3501,CAMERA,True,signature,2024-03-19,1.3.53
227,com.example.app4158,RECORD_AUDIO,True,normal,2024-03-02,3.2.68
228,com.example.app1693,READ_CONTACTS,False,normal,2023-01-27,4.3.28
229,com.example.app3245,RECORD_AUDIO,True,dangerous,2022-06-18,3.7.52
230,com.example.app962,CAMERA,True,dangerous,2024-08-07,1.5.29
231,com.example.app3326,READ_CONTACTS,True,dangerous,2026-01-28,2.6.20
232,com.example.app1040,CAMERA,True,signature,2023-12-17,1.7.13
233,com.example.app369,READ_SMS,True,signature,2024-06-20,2.7.8
234,com.example.app4942,READ_SMS,False,signature,2026-04-26,1.6.93
235,com.example.app1884,READ_CONTACTS,False,normal,2022-09-04,2.4.44
236,com.example.app1016,RECORD_AUDIO,True,normal,2021-12-26,4.0.0
237,com.example.app93,ACCESS_FINE_LOCATION,False,normal,2021-03-18,1.7.24
238,com.example.app4598,READ_CONTACTS,True,normal,2022-06-29,3.9.32
239,com.example.app1235,READ_SMS,True,dangerous,2024-08-17,3.3.38
240,com.example.app4116,ACCESS_FINE_LOCATION,True,dangerous,2025-04-24,3.6.0
241,com.example.app1633,READ_CONTACTS,True,dangerous,2023-04-29,1.0.33
242,com.example.app3021,INTERNET,False,signature,2022-01-03,1.11.57
243,com.example.app1975,RECORD_AUDIO,True,signature,2021-12-19,3.2.28
244,com.example.app3345,READ_SMS,True,signature,2026-04-17,3.3.69
245,com.example.app72,INTERNET,True,dangerous,2021-04-20,3.2.59
246,com.example.app1427,READ_CONTACTS,True,normal,2025-07-31,1.11.64
247,com.example.app3719,READ_SMS,False,normal,2022-10-11,2.1.13
248,com.example.app1461,READ_SMS,True,normal,2022-09-02,3.2.93
249,com.example.app2373,READ_CONTACTS,True,dangerous,2023-02-07,3.10.68
250,com.example.app4827,RECORD_AUDIO,True,dangerous,2023-06-20,1.9.85
251,com.example.app1606,ACCESS_FINE_LOCATION,True,dangerous,2023-03-20,2.9.26
252,com.example.app3394,RECORD_AUDIO,True,dangerous,2024-09-21,4.11.9
253,com.example.app1174,INTERNET,True,dangerous,2025-04-12,2.4.33
254,com.example.app2619,RECORD_AUDIO,False,normal,2022-02-26,4.5.90
255,com.example.app1485,INTERNET,True,signature,2026-04-19,4.1.72
256,com.example.app4065,READ_CONTACTS,True,dangerous,2023-11-04,4.12.38
257,com.example.app3984,ACCESS_FINE_LOCATION,False,dangerous,2026-01-05,2.6.19
258,com.example.app2417,ACCESS_FINE_LOCATION,True,dangerous,2026-04-24,3.11.44
259,com.example.app1511,READ_SMS,True,dangerous,2024-12-08,1.9.5
260,com.example.app2418,RECORD_AUDIO,False,signature,2022-03-07,2.2.4
261,com.example.app4589,ACCESS_FINE_LOCATION,False,signature,2024-10-31,3.0.13
262,com.example.app3772,ACCESS_FINE_LOCATION,True,signature,2021-01-27,2.8.91
263,com.example.app1488,READ_SMS,False,signature,2022-01-10,4.9.55
264,com.example.app4607,READ_CONTACTS,True,normal,2023-02-28,1.9.63
265,com.example.app4091,READ_SMS,True,dangerous,2022-07-18,2.9.59
266,com.example.app4219,RECORD_AUDIO,True,signature,2021-01-18,2.4.45
267,com.example.app1756,CAMERA,True,normal,2022-11-28,3.3.48
268,com.example.app4387,RECORD_AUDIO,True,signature,2023-01-18,1.2.30
269,com.example.app772,CAMERA,True,normal,2025-04-27,3.6.93
270,com.example.app4730,CAMERA,True,dangerous,2024-11-04,4.11.75
271,com.example.app831,CAMERA,True,dangerous,2025-12-24,4.11.4
272,com.example.app3371,ACCESS_FINE_LOCATION,True,dangerous,2024-05-27,1.10.84
273,com.example.app3912,READ_CONTACTS,True,signature,2025-12-11,1.11.17
274,com.example.app2194,READ_SMS,True,normal,2023-04-03,3.9.9
275,com.example.app4259,READ_CONTACTS,True,dangerous,2021-08-11,3.1.41
276,com.example.app2636,INTERNET,False,normal,2021-07-15,1.5.29
277,com.example.app3737,INTERNET,True,signature,2023-01-15,4.6.87
278,com.example.app1753,READ_CONTACTS,True,dangerous,2023-11-26,4.8.96
279,com.example.app852,CAMERA,True,normal,2022-09-01,2.3.63
280,com.example.app3244,READ_SMS,True,signature,2021-01-04,3.5.57
281,com.example.app4162,READ_CONTACTS,False,signature,2021-04-03,1.8.56
282,com.example.app1262,RECORD_AUDIO,True,dangerous,2026-04-20,3.2.75
283,com.example.app4356,RECORD_AUDIO,True,signature,2026-01-17,4.8.6
284,com.example.app2551,READ_SMS,False,normal,2025-01-26,1.10.77
285,com.example.app3542,RECORD_AUDIO,True,normal,2021-11-07,4.11.48
286,com.example.app4587,READ_SMS,True,dangerous,2021-12-15,1.2.93
287,com.example.app2414,CAMERA,False,normal,2022-06-27,1.11.44
288,com.example.app3743,ACCESS_FINE_LOCATION,True,normal,2023-07-02,1.8.78
289,com.example.app1397,CAMERA,True,signature,2022-11-30,2.9.5
290,com.example.app483,INTERNET,False,dangerous,2024-12-27,1.1.16
291,com.example.app3212,ACCESS_FINE_LOCATION,True,dangerous,2023-11-20,3.11.4
292,com.example.app2692,CAMERA,False,normal,2022-09-14,4.5.29
293,com.example.app3600,RECORD_AUDIO,True,signature,2023-09-13,1.6.59
294,com.example.app3908,ACCESS_FINE_LOCATION,False,normal,2021-05-07,4.8.8
295,com.example.app1674,CAMERA,True,normal,2025-07-31,3.4.48
296,com.example.app53,READ_CONTACTS,True,dangerous,2023-03-21,2.2.86
297,com.example.app1433,ACCESS_FINE_LOCATION,True,dangerous,2025-10-17,2.4.15
298,com.example.app2894,CAMERA,False,signature,2024-11-09,1.2.7
299,com.example.app3846,ACCESS_FINE_LOCATION,True,normal,2024-07-04,2.4.23
300,com.example.app3152,ACCESS_FINE_LOCATION,True,normal,2025-05-20,2.2.85
301,com.example.app3621,CAMERA,False,normal,2023-08-19,3.10.77
302,com.example.app1465,ACCESS_FINE_LOCATION,False,signature,2025-02-17,2.0.15
303,com.example.app2157,ACCESS_FINE_LOCATION,True,normal,2026-02-23,3.2.56
304,com.example.app1297,INTERNET,True,signature,2022-04-30,1.8.22
305,com.example.app25,READ_CONTACTS,True,dangerous,2022-04-21,3.3.57
306,com.example.app3921,INTERNET,True,signature,2022-01-21,3.6.1
307,com.example.app1799,CAMERA,False,normal,2021-05-21,1.9.24
308,com.example.app4652,INTERNET,True,normal,2022-03-16,1.0.29
309,com.example.app599,READ_SMS,False,normal,2021-03-25,4.8.3
310,com.example.app4160,INTERNET,True,normal,2025-04-10,2.6.64
311,com.example.app3924,READ_SMS,True,signature,2022-10-27,4.0.98
312,com.example.app3063,READ_CONTACTS,True,dangerous,2024-03-26,4.10.27
313,com.example.app3454,INTERNET,True,signature,2022-06-13,4.7.90
314,com.example.app199,INTERNET,True,normal,2025-04-20,3.11.82
315,com.example.app3764,ACCESS_FINE_LOCATION,True,signature,2022-11-26,4.11.0
316,com.example.app810,READ_CONTACTS,True,normal,2024-07-28,3.12.98
317,com.example.app3917,CAMERA,False,normal,2023-03-18,1.10.41
318,com.example.app3040,CAMERA,True,dangerous,2021-09-28,4.11.9
319,com.example.app1281,ACCESS_FINE_LOCATION,True,dangerous,2024-07-14,3.9.70
320,com.example.app1235,READ_SMS,False,normal,2021-11-06,3.6.82
321,com.example.app3646,CAMERA,False,dangerous,2021-11-17,2.10.88
322,com.example.app2956,ACCESS_FINE_LOCATION,True,dangerous,2026-03-23,2.6.75
323,com.example.app2928,ACCESS_FINE_LOCATION,False,signature,2023-07-15,4.0.66
324,com.example.app3082,RECORD_AUDIO,True,dangerous,2024-08-25,4.4.92
325,com.example.app1768,INTERNET,True,dangerous,2026-02-21,4.4.86
326,com.example.app1181,ACCESS_FINE_LOCATION,True,normal,2021-02-08,4.0.80
327,com.example.app3213,INTERNET,False,dangerous,2023-03-23,4.7.80
328,com.example.app4133,CAMERA,True,signature,2021-07-29,1.9.45
329,com.example.app2534,READ_CONTACTS,False,signature,2023-01-09,1.0.28
330,com.example.app4139,READ_SMS,True,signature,2021-08-15,2.4.33
331,com.example.app2133,CAMERA,True,signature,2023-11-08,2.3.36
332,com.example.app3750,CAMERA,False,dangerous,2022-09-26,2.5.85
333,com.example.app84,RECORD_AUDIO,True,normal,2021-06-07,1.12.33
334,com.example.app597,CAMERA,True,normal,2026-04-25,4.6.12
335,com.example.app2129,CAMERA,False,normal,2021-05-11,1.3.60
336,com.example.app1242,READ_CONTACTS,True,dangerous,2022-05-13,4.0.85
337,com.example.app4156,READ_CONTACTS,True,normal,2022-10-15,3.1.98
338,com.example.app984,CAMERA,True,dangerous,2023-03-18,4.0.40
339,com.example.app2526,RECORD_AUDIO,True,dangerous,2023-04-05,3.10.44
340,com.example.app4153,CAMERA,False,signature,2021-05-29,2.9.15
341,com.example.app909,ACCESS_FINE_LOCATION,True,signature,2022-09-22,4.8.86
342,com.example.app3933,READ_CONTACTS,False,signature,2025-08-10,4.9.95
343,com.example.app2361,READ_SMS,True,normal,2024-06-28,2.7.37
344,com.example.app3452,ACCESS_FINE_LOCATION,True,normal,2025-10-18,4.0.61
345,com.example.app1140,READ_SMS,True,dangerous,2024-08-24,4.12.67
346,com.example.app535,READ_SMS,True,normal,2020-12-30,3.10.98
347,com.example.app1328,RECORD_AUDIO,True,dangerous,2024-08-08,3.1.44
348,com.example.app4135,RECORD_AUDIO,True,signature,2025-01-25,1.0.0
349,com.example.app3582,RECORD_AUDIO,True,dangerous,2022-12-11,4.3.27
350,com.example.app160,READ_SMS,True,dangerous,2024-01-06,4.5.61
351,com.example.app572,READ_CONTACTS,False,dangerous,2025-04-13,1.10.58
352,com.example.app2120,INTERNET,True,normal,2022-01-15,3.7.16
353,com.example.app286,READ_SMS,True,dangerous,2024-10-25,1.1.79
354,com.example.app510,READ_SMS,True,normal,2023-07-21,2.8.64
355,com.example.app1567,ACCESS_FINE_LOCATION,False,normal,2024-11-27,3.2.44
356,com.example.app3821,READ_CONTACTS,True,normal,2021-05-22,4.5.65
357,com.example.app1135,RECORD_AUDIO,True,signature,2022-05-18,1.11.53
358,com.example.app4584,RECORD_AUDIO,True,dangerous,2025-08-30,3.1.73
359,com.example.app221,CAMERA,True,normal,2022-06-19,3.12.59
360,com.example.app3952,READ_CONTACTS,False,normal,2022-07-23,3.4.10
361,com.example.app4748,READ_CONTACTS,False,normal,2025-07-10,1.11.56
362,com.example.app2373,INTERNET,True,dangerous,2021-01-29,3.1.93
363,com.example.app3113,RECORD_AUDIO,False,normal,2023-03-12,3.2.46
364,com.example.app4712,CAMERA,False,normal,2021-02-17,2.6.51
365,com.example.app32,ACCESS_FINE_LOCATION,True,normal,2021-08-04,4.5.84
366,com.example.app2016,INTERNET,False,normal,2023-11-02,1.10.45
367,com.example.app4382,CAMERA,True,normal,2024-01-20,3.7.54
368,com.example.app3922,READ_CONTACTS,True,signature,2022-11-26,4.6.52
